20-05-2005,-5.298393267,-0.073991861,-1.702508961,-1.15755627,0.801710315,0.242424242,0.114678899,0.905129065,0.140383715,1.384615385,-1.327014218,-1.985559567,-1.756373938,0.16123831
21-05-2005,-0.282771157,0.407256572,2.552415679,2.862719584,-0.583244963,-0.725513906,-1.26002291,-0.23255814,0.186915888,1.393295627,0.384245917,0.092081031,-2.941176471,1.287830006
22-05-2005,2.734454122,-0.40560472,0.02962963,1.486401012,-1.226666667,-0.974421437,0.638051044,0.066600067,0.303171642,-0.612244898,-1.722488038,-0.827966881,-6.773618538,-0.810553083
23-05-2005,-3.340248963,-1.443909663,-1.228648487,-0.728078506,-0.160342063,-0.367647059,-1.502021953,-1.385874103,-1.52284264,-0.961538462,-0.292682927,-2.930056711,-1.514195584,0.893141946
24-05-2005,0.107319167,-0.488354621,2.275485437,1.913265306,-1.231263383,-0.49200492,-2.463343109,-1.845580765,-1.194939082,-4.160887656,0.293542074,-8.860759494,-3.395259449,-0.600695542
25-05-2005,-2.637221269,-0.188750472,-2.877484426,-3.16020025,-1.029810298,-0.741656366,1.503307276,0.431257547,0.379416647,3.617945007,1.073170732,1.816239316,0.265251989,0.413486005
26-05-2005,-1.233208544,0.529500756,0.213805742,0.613893376,-0.109529025,-0.124533001,0.059241706,0.755754036,1.299314907,0.349162011,-1.351351351,2.938090241,-2.777777778,1.346214761
27-05-2005,0.11148272,0.225733634,-0.335263639,-1.22029544,0.822368421,2.743142145,0.473653049,1.07398568,0.746268657,1.878914405,-0.293542074,0.917431193,1.224489796,-1.593999062
28-05-2005,1.579172002,0.188394876,-2.135338346,-1.69274992,2.26904376,2.912621359,0.23923445,-0.204883046,0.137488543,2.464065708,1.962708538,-2.153846154,0.473612991,0.543391402
29-05-2005,-1.662948692,-0.037579857,0.458575359,1.426256078,0.211304807,0.117233294,-1.311866428,-0.371558858,-0.276752768,-2.862849534,-0.473484848,-0.104493208,1.494565217,2.525490196
30-05-2005,4.784491648,-0.22556391,1.643335362,1.246404602,0.158144439,0.585480094,0.362537764,-0.220376335,-0.485661425,1.644962303,-0.190294957,-0.313807531,-0.133868809,0.810893513
07-06-2005,5.058059437,0.263752826,-0.479041916,-1.136363636,-0.210526316,0.582072177,0.662251656,0.951410126,1.045782013,1.105866487,1.143946616,-2.833158447,0.938337802,-0.364243436
08-06-2005,2.004496066,0.300638858,2.045728039,2.681992337,-1.424050633,-1.041666667,0.538277512,-0.757320767,-1.632934683,-0.133386688,-2.639019793,-4.859611231,-1.726427623,-1.05102818
09-06-2005,0.202020202,-0.524541027,0.294811321,-0.435323383,-0.856072766,-0.81871345,-0.237953599,-1.288790911,-1.26256722,-0.761319621,-0.580832527,3.859250851,0.202702703,0.677339901
10-06-2005,4.138962766,0.07535795,2.036134213,3.701437749,2.012711864,-0.598802395,-0.060422961,0.558943089,0.497276817,-3.903095559,-0.488758553,4.238258877,-1.540616246,-0.123418698
13-06-2005,5.208692653,-0.037551633,0.939635535,0.945987183,2.146596859,1.19760479,0.548780488,0.360205832,-0.800376648,1.862464183,0.589390963,0.732217573,-0.435729847,-0.430901816
14-06-2005,2.544407105,-0.262368816,-0.170357751,0.090716662,-0.356597045,-0.118483412,0.363636364,1.380368098,-0.238095238,1.756851722,-0.48828125,-0.409836066,-2.558635394,-2.198823165
15-06-2005,2.63732834,0.225479143,0.682593857,0.422960725,0.408997955,-0.237247924,-0.845410628,0.437048243,-0.31026253,-0.483425414,1.079489696,2.160493827,-0.364697301,1.963267891
16-06-2005,-3.177740611,1.349831271,-0.056497175,-0.18115942,-0.698951573,-0.355029586,2.557856273,0.779824125,-0.563777308,3.495544894,-1.247600768,1.812688822,-0.439238653,1.164596273
17-06-2005,-5.527638191,-0.184979652,-3.278688525,-2.631578947,0.703871292,-1.306413302,1.187648456,0.279881462,0.44885424,-1.258278146,-0.680272109,-1.681503462,2.205882353,-1.304681504
20-06-2005,6.600873645,1.388888889,-2.339012417,-2.447980416,1.250625313,1.829268293,-1.291079812,-0.888742594,-0.269159938,-0.067658999,1.789264414,-1.614530777,-4.136947218,0.307550361
21-06-2005,11.38918028,0.744324525,-2.498438476,-2.751077229,-0.688976378,-0.119047619,0.116346713,0.131947881,-0.544507576,-0.093997583,0.672430355,2.070393375,0.447761194,0.466200466
22-06-2005,-0.659222387,-0.11082379,-5.413196669,-5.282890252,-0.743310208,-0.238379023,0.987797792,0.049415253,0.690311831,0.940860215,-1.049618321,-1.521298174,-1.188707281,-0.464037123
23-06-2005,14.91061755,1.442307692,1.083643752,0.791651673,1.248127808,-0.358422939,0.920598389,0.576226539,0.047281324,0.133155792,0.289296046,-1.029866117,-0.526315789,-0.015540016
24-06-2005,-1.319976429,-0.40102078,-1.675041876,-1.927882899,-0.788954635,-1.678657074,0.171037628,2.684563758,1.890359168,2.393617021,-2.019230769,0.208116545,0.302343159,4.522847373
27-06-2005,2.520004777,-0.366032211,-3.100511073,-3.312704769,1.689860835,2.073170732,1.024473534,1.35501355,1.832096475,-1.233766234,1.079489696,1.246105919,-4.069329314,-0.178438662
28-06-2005,9.65750233,-0.734753857,3.727144866,3.689759036,-0.097751711,-1.075268817,0.225352113,2.453601762,-0.022773856,-2.235371466,-0.970873786,-0.512820513,0.706991359,0.431997617
29-06-2005,-13.47073197,0.037009623,0.610169492,-1.74291939,-0.733855186,-0.120772947,-0.674536256,-1.734725207,-1.184510251,-0.61869536,-0.196078431,-0.515463918,0.15600624,-2.714328093
30-06-2005,-7.464702271,-0.628930818,-3.167115903,-7.095343681,-0.147856087,0.362756953,-0.339558574,-0.109357913,-0.092208391,-3.640546759,0.196463654,-2.487046632,-0.700934579,-0.853788687
01-07-2005,-1.64521693,0.148920328,-2.60960334,0.875099443,-0.444225074,1.445783133,0.965360591,1.063497028,0.230733733,1.123595506,-0.784313725,-2.231668438,-3.450980392,1.014916193
